COD;MUN.DIS;MUN;PROV;N2019;N2018;N2017;N2016;N2015;M2019;M2018;M2017;M2016;M2015
8294;Vallgorguina;Vallgorguina;Barcelona;28;26;34;28;34;871.25;690.76;670.56;639.69;630.66
8295;Vallirana;Vallirana;Barcelona;181;207;200;173;219;786.58;723.51;732.79;628.46;602.08
17209;Vall0llobrega;Vall-llobrega;Girona;6;2;1;5;4;585;;;;
4316;Vallmoll;Vallmoll;Tarragona;13;17;17;17;16;496.92;472.06;478.53;455.59;403.44
8296;Vallromanes;Vallromanes;Barcelona;29;36;34;38;3;1041.28;946.51;896.62;1040.57;901.79
43161;Valls;Valls;Tarragona;504;469;453;472;496;431.33;407.31;386.36;380.49;381.33
25906;Valls d'Aguilar, les;Valls d'Aguilar, les;Lleida;1;2;;3;3;;;;;
25239;Valls de Valira, les;Valls de Valira, les;Lleida;7;11;11;7;5;517.86;503.64;450.91;453.57;
43162;Vandellòs i l'Hospitalet de l'Infant;Vandellòs i l'Hospitalet de l'Infant;Tarragona;75;7;81;73;69;485.95;463.79;433.13;458.26;401.54
25909;Vansa i Fórnols, la;Vansa i Fórnols, la;Lleida;;;;;1;;;;;
8297;Veciana;Veciana;Barcelona;;2;2;1;1;;;;;
43163;Vendrell, el;Vendrell, el;Tarragona;827;885;793;756;755;500.78;464.49;429.26;404.17;377.41
1721;Ventalló;Ventalló;Girona;1;8;18;11;8;609.5;535.63;493.61;516.82;521.87
25242;Verdú;Verdú;Lleida;2;7;5;2;1;;382.86;;;
17211;Verges;Verges;Girona;19;28;19;23;16;487.32;461.79;448.74;433.26;453.44
43164;Vespella de Gaià;Vespella de Gaià;Tarragona;3;3;4;2;3;;;;;
8298;Vic;Vic;Barcelona;1203;1218;1198;1181;1354;558.95;522.27;494.2;455.26;441.24
17212;Vidrà;Vidrà;Girona;3;;4;;1;;;;;
17213;Vidreres;Vidreres;Girona;91;77;83;78;57;580.62;591.62;490.53;499.62;483.37
25243;Vielha e Mijaran;Vielha e Mijaran;Lleida;65;68;49;54;6;549.82;550.09;575.84;540.91;489.19
43165;Vilabella;Vilabella;Tarragona;6;5;5;2;4;344.83;;;;
17214;Vilabertran;Vilabertran;Girona;1;7;16;9;18;565;499.29;495.31;520.56;481.94
17215;Vilablareix;Vilablareix;Girona;15;14;2;2;11;727;644.29;632.65;641.88;609.59
8299;Vilada;Vilada;Barcelona;5;7;9;4;4;;328.57;272.78;;
17217;Viladamat;Viladamat;Girona;3;2;3;2;3;;;;;
17216;Viladasens;Viladasens;Girona;5;3;2;2;;;;;;
8301;Viladecans;Viladecans;Barcelona;796;79;795;65;628;746.27;724.38;683.76;624.41;604.08
8300;Viladecavalls;Viladecavalls;Barcelona;25;54;46;42;34;852.73;714.26;729.86;692.36;655.48
17218;Vilademuls;Vilademuls;Girona;17;7;13;7;7;684.71;614.29;625.38;642.86;607.14
1722;Viladrau;Viladrau;Girona;19;19;15;23;1;454.47;422.89;503;442.39;443
17221;Vilafant;Vilafant;Girona;59;33;45;4;33;591.9;523.18;528.56;508.96;532.42
8305;Vilafranca del Penedès;Vilafranca del Penedès;Barcelona;911;93;928;846;835;562.01;518.54;491.45;445.07;407.92
25244;Vilagrassa;Vilagrassa;Lleida;11;7;1;9;1;275;430.29;306.52;211.11;317
17223;Vilajuïga;Vilajuïga;Girona;14;15;13;18;24;445;433.14;423.08;421.01;414.36
43175;Vilalba dels Arcs;Vilalba dels Arcs;Tarragona;;;;1;1;;;;;
8306;Vilalba Sasserra;Vilalba Sasserra;Barcelona;17;24;16;14;13;573.53;545.42;508.06;534.64;483.85
25245;Vilaller;Vilaller;Lleida;3;7;2;1;;;331.11;;;
17224;Vilallonga de Ter;Vilallonga de Ter;Girona;3;3;2;2;;;;;;
43166;Vilallonga del Camp;Vilallonga del Camp;Tarragona;45;4;58;44;56;449.78;439.96;384.43;370.14;397.68
17225;Vilamacolum;Vilamacolum;Girona;2;3;8;5;3;;;381.25;;
17226;Vilamalla;Vilamalla;Girona;12;11;13;9;12;508.08;503.18;638.27;577.22;382.87
17227;Vilamaniscle;Vilamaniscle;Girona;1;2;1;2;2;;;;;
25247;Vilamòs;Vilamòs;Lleida;;;;;;;;;;
17228;Vilanant;Vilanant;Girona;5;1;1;8;2;;563.5;586;535;
25248;Vilanova de Bellpuig;Vilanova de Bellpuig;Lleida;5;4;7;1;4;;;305;;
25254;Vilanova de la Barca;Vilanova de la Barca;Lleida;7;4;5;3;5;368.65;;;;
25249;Vilanova de l'Aguda;Vilanova de l'Aguda;Lleida;1;;1;;;;;;;
2525;Vilanova de Meià;Vilanova de Meià;Lleida;3;;1;2;4;;;;;
43168;Vilanova de Prades;Vilanova de Prades;Tarragona;1;;;;1;;;;;
8303;Vilanova de Sau;Vilanova de Sau;Barcelona;4;7;5;5;2;;465.71;;;
25251;Vilanova de Segrià;Vilanova de Segrià;Lleida;4;3;1;1;4;;;;376.5;
8302;Vilanova del Camí;Vilanova del Camí;Barcelona;179;187;154;151;154;423.63;399.63;359.24;346.01;324.42
8902;Vilanova del Vallès;Vilanova del Vallès;Barcelona;75;89;72;58;58;866.36;783;741.81;743.66;757.15
43167;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Tarragona;12;2;6;2;4;473.5;;379.17;;
8307;Vilanova i la Geltrú;Vilanova i la Geltrú;Barcelona;1402;133;1264;1057;1258;647.79;631.68;583.23;543.42;516.47
43169;Vilaplana;Vilaplana;Tarragona;2;4;5;3;2;;;;;
4317;Vila0rodona;Vila-rodona;Tarragona;13;1;18;2;15;419.62;358;361.94;352.75;352.33
1723;Vila0sacra;Vila-sacra;Girona;17;11;15;1;9;481.18;498.18;51;450.1;448.33
25252;Vila0sana;Vila-sana;Lleida;4;3;3;1;3;;;;;
43171;Vila0seca;Vila-seca;Tarragona;369;361;347;367;322;483.78;476.81;448.31;422.55;415.64
8214;Vilassar de Dalt;Vilassar de Dalt;Barcelona;158;164;15;131;144;878.32;789.1;720.33;699.02;656.74
8219;Vilassar de Mar;Vilassar de Mar;Barcelona;521;513;452;339;388;888.35;823.92;798.68;752.13;701.82
17222;Vilaür;Vilaür;Girona;;1;4;2;3;;;;;
43172;Vilaverd;Vilaverd;Tarragona;3;2;5;;2;;;;;
43173;Vilella Alta, la;Vilella Alta, la;Tarragona;;2;;1;;;;;;
43174;Vilella Baixa, la;Vilella Baixa, la;Tarragona;1;3;2;;;;;;;
8304;Vilobí del Penedès;Vilobí del Penedès;Barcelona;5;6;3;13;8;;542.17;;635;515.63
17233;Vilobí d'Onyar;Vilobí d'Onyar;Girona;43;43;41;55;44;612.44;547.79;513.78;462.14;485.05
17232;Vilopriu;Vilopriu;Girona;5;1;2;2;5;;;;;
25253;Vilosell, el;Vilosell, el;Lleida;1;;;1;1;;;;;
43176;Vimbodí i Poblet;Vimbodí i Poblet;Tarragona;1;11;1;6;5;372.5;390.91;311;34;
25255;Vinaixa;Vinaixa;Lleida;1;2;;2;;;;;;
43177;Vinebre;Vinebre;Tarragona;2;2;7;1;;;;244.29;;
43178;Vinyols i els Arcs;Vinyols i els Arcs;Tarragona;41;33;3;38;31;469.12;446.52;431.37;390.79;397.1
8308;Viver i Serrateix;Viver i Serrateix;Barcelona;1;;1;1;;;;;;
43052;Xerta;Xerta;Tarragona;9;8;7;2;5;332.78;335;344.29;;
8019;Ciutat Vella;Barcelona;Barcelona;4544;4607;4977;4484;4182;;914.04;828.79;739.23;675.74
8019;Eixample;Barcelona;Barcelona;10994;11513;10024;8457;8538;;1038.38;990.73;917.27;831.44
8019;Sants0Montjuïc;Barcelona;Barcelona;5216;5769;493;4285;4297;;803.74;763.17;678.78;624.52
8019;Les Corts;Barcelona;Barcelona;2300;2357;2131;1847;1814;;1089.53;1052.3;985.94;925.45
8019;Sarrià0Sant Gervasi;Barcelona;Barcelona;5345;5305;4616;4107;4152;;1268.92;1227.89;1144.71;1051.23
8019;Gràcia;Barcelona;Barcelona;5097;5221;4851;4049;4192;;904.53;856.42;787.86;721.65
8019;Horta0Guinardó;Barcelona;Barcelona;438;4511;4196;3656;3527;;746.16;706.63;640.15;586.85
8019;Nou Barris;Barcelona;Barcelona;3219;3444;3146;2788;2724;;674.59;625.51;561.07;518.8
8019;Sant Andreu;Barcelona;Barcelona;2971;3285;2982;2445;2724;;762.71;705.66;644.91;611
8019; Sant Martí;Barcelona;Barcelona;5723;5969;5473;451;4473;;884.51;842.33;771.41;700.56
